大	dà
大腿	dàtuǐ
手	shǒu
手肘	shǒuzhǒu
肘	zhǒu
废墟	fèixū
废	fèi
墟	xū
小	xiǎo
小偷	xiǎotōu
偷	tōu
视频	shìpín
频	pín
视	shì
群	qún
人群	rénqún
小组	xiǎozǔ
组	zǔ
扫	sǎo
大堂	dàtáng
堂	táng
体	tǐ
固体	gùtǐ
固	gù
份	fèn
月份	yuèfèn
月	yuè
司	sī
寿司	shòusī
寿	shòu
少儿	shàoér
桃	táo
味	wèi
味儿	wèir
钢	gāng
铁	tiě
钢铁	gāngtiě
新	xīn
新娘	xīnniáng
娘	niáng
向导	xiàngdǎo
向	xiàng
导	dǎo
静	jìng
寂静	jìjìng
寂	jì
响	xiǎng
响声	xiǎngshēng
声	shēng
直到	zhídào
到	dào
直	zhí
天使	tiānshǐ
使	shǐ
土茴香籽	tǔ huíxiāng zǐ
茴	huí
籽	zǐ
香	xiāng
血液	xuèyè
血	xuè
液	yè
用	yòng
法	fǎ
用法	yòngfǎ
湿润	shīrùn
润	rùn
湿	shī
实话	shíhuà
实	shí
话	huà
埃及	āijí
及	jí
埃	āi
灶	zào
炉灶	lúzào
炉	lú
亚	yà
洲	zhōu
亚洲人	yàzhōu rén
鬼	guǐ
魔	mó
魔鬼	móguǐ
魔术	móshù
奴	nú
奴隶	núlì
隶	lì
丘	qiū
丘陵	qiūlíng
陵	líng
棕色	zōngsè
棕	zōng
谣言	yáoyán
谣	yáo
言	yán
面	miàn
面团	miàntuán
伊斯兰教	yīsīlánjiào
伊	yī
教	jiào
斯	sī
兰	lán
围裙	wéiqún
围	wéi
裙	qún
胸膛	xiōngtáng
膛	táng
胸	xiōng
瘤	liú
肿	zhǒng
肿瘤	zhǒngliú
癌症	áizhèng
症	zhēng
癌	ái
把	bǎ
安	ān
安详	ānxiáng
详	xiáng
六	liù
博	bó
物	wù
博物馆	bówùguǎn
馆	guǎn
奔	bēn
奔跑	bēnpǎo
跑	pǎo
诚	chéng
诚实	chéngshí
车库	chēkù
库	kù
车	jū
分钟	fēnzhōng
钟	zhōng
备份	bèifèn
备	bèi
长度	chángdù
成员	chéngyuán
员	yuán
成	chéng
产	chǎn
量	liàng
产量	chǎnliàng
扣	kòu
飞	fēi
橙子	chéngzi
橙	chéng
窗子	chuāngzi
窗	chuāng
樱桃	yīngtáo
樱	yīng
点	diǎn
点头	diǎntóu
头	tou
者	zhě
读者	dúzhě
读	dú
冬	dōng
冬季	dōngjì
季	jì
看	kàn
看到	kàndào
边	bian
里边	lǐbian
而是	érshì
是	shì
而	ér
一首歌	yīshǒugē
首	shǒu
歌手	gēshǒu
夏	xià
番	fān
番茄	fānqié
茄	qié
见	xiàn
见到	jiàndào
拜	bài
礼	lǐ
礼拜天	lǐbàitiān
流利	liúlì
利	lì
流	liú
总是	zǒngshì
律师	lǜshī
律	lǜ
会	huì
会员	huìyuán
众	zhòng
公众	gōngzhòng
公	gōng
化石	huàshí
化	huà
孤	gū
孤儿	gūér
老是	lǎoshi
老	lǎo
网上	wǎngshàng
网	wǎng
活	huó
复活节	fùhuójié
节	jié
复	fù
力	lì
精力	jīnglì
精	jīng
街	jiē
街头	jiētóu
有	yǒu
有用	yǒuyòng
动脉	dòngmài
动	dòng
脉	mài
人们	rénmen
们	men
慢慢	mànmàn
瑞典	ruìdiǎn
典	diǎn
瑞	ruì
勿	wù
县	xiàn
凉	liàng
鞋	xié
凉鞋	liángxié
领袖	lǐngxiù
领	lǐng
袖	xiù
一棵树	yīkēshù
棵	kē
树	shù
一场雨	yīcháng yǔ
雨	yù
场	chǎng
雪	xuě
一场雪	yīcháng xuě
园	yuán
校	xiào
校园	xiàoyuán
万	wàn
一万	yīwàn
信	xìn
号	hào
信号	xìnhào
饭	fàn
顿	dùn
一顿饭	yīdùnfàn
球拍	qiúpāi
球	qiú
拍	pāi
酸	suān
酸奶	suānnǎi
抽	chōu
抽屉	chōuti
屉	tì
一条鱼	yītiáo yú
条	tiáo
鱼	yú
胆小鬼	dǎnxiǎoguǐ
胆	dǎn
岛	dǎo
岛屿	dǎoyǔ
屿	yǔ
衫	shān
连	lián
帽	mào
连帽衫	liánmàoshān
兔	tù
夏季	xiàjì
歐	-
楂	zhā
歐楂	ōuzhā
污	wū
污水	wūshuǐ
一张纸条	yīzhāng zhǐtiáo
纸	zhǐ
张	zhāng
梗	gěng
一个梗	yīgè gěng
个	gè
监狱	jiānyù
监	jiàn
狱	yù
小扁豆	xiǎobiǎndòu
扁	biǎn
豆	dòu
氧	yǎng
气	qì
氧气	yǎngqì
心	xīn
心水	xīn shuǐ
中等	zhōngděng
等	děng
赌	dǔ
赌场	dǔchǎng
一个湖	yīgè hú
清	qīng
清真寺	qīngzhēnsì
寺	sì
真	zhēn
林	lín
穆	mù
穆斯林	mùsīlín
棉	mián
棉花	miánhua
列	liè
以	yǐ
以色列	yǐsèliè
蜘	zhī
蜘蛛	zhīzhū
蛛	zhū
配	pèi
配偶	pèi’ǒu
蹈	dǎo
舞	wǔ
舞蹈家	wǔdǎojiā
丐	gài
乞	qǐ
乞丐	qǐgài
犯	fàn
奸	jiān
强	qiáng
强奸犯	qiángjiānfàn
贪心	tānxīn
贪	tān
俄罗斯	éluósī
罗	luó
俄	é
贪钱	tānqián
神殿	shéndiàn
殿	diàn
神	shén
道	dào
隧道	suìdào
隧	suì
筋	jīn
面筋	miànjīn
麸	fū
麸质	fūzhì
质	zhì
洁	jié
犹太洁食	yóutài jiéshí
食	sì
主教	zhǔjiào
主	zhǔ
狭	xiá
狭窄	xiázhǎi
窄	zhǎi
虚荣	xūróng
虚	xū
荣	róng
旋律	xuánlǜ
旋	xuàn
液体	yètǐ
预算	yùsuàn
算	suàn
预	yù
枕头	zhěntou
枕	zhěn
殖民地	zhímíndì
殖	zhí
民	mín
语法	yǔfǎ
语	yù
百	bǎi
之	zhī
百分之	bǎifēnzhī
四	sì
五	wǔ
经	jīng
已经	yǐjīng
已	yǐ
被动	bèidòng
被	bèi
九	jiǔ
十	shí
喂	wèi
找	zhǎo
找到	zhǎodào
车辆	chēliàng
辆	liàng
出	chū
出租	chūzū
朝	cháo
面条	miàntiáo
天气	tiānqì
下	xià
下雨	xiàyǔ
渴	kě
K	-
卡拉OK	kǎlā ok
O	-
拉	lā
卡	kǎ
照	zhào
片	piàn
一张照片	yīzhāng zhàopiàn
海鲜	hǎixiān
鲜	xiǎn
打印机	dǎyìnjī
打	dǎ
印	yìn
网站	wǎngzhàn
站	zhàn
公民	gōngmín
式	shì
公式	gōngshì
只	zhī
睛	jīng
眼	yǎn
一只眼睛	yīzhī yǎnjīng
周	zhōu
末	mò
周末	zhōumò
歌唱	gēchàng
唱	chàng
衬	chèn
一件衬衫	yījiàn chènshān
件	jiàn
忙	máng
急	jí
急忙	jímáng
听	tīng
听到	tīngdào
听见	tīngjiàn
加	jiā
热	rè
加热	jiārè
蛋白质	dànbáizhì
蛋	dàn
白	bái
户外	hùwài
户	hù
外	wài
笼	lǒng
灯	dēng
灯笼	dēnglóng
极端	jíduān
极	jí
端	duān
台	tái
地质	dìzhì
混乱的	hùnluàn de
乱	luàn
混	hùn
想	xiǎng
一个想法	yīgè xiǎngfǎ
孔雀	kǒngquè
雀	què
孔	kǒng
撕	sī
利润	lìrùn
纠纷	jiūfēn
纷	fēn
纠	jiū
没用	méiyòng
没	méi
无怒如何	wúnù rúhé
怒	nù
无	wú
字	zì
打字	dǎzì
非	fēi
非法	fēifǎ
跃	yuè
飞跃	fēiyuè
沃	wò
肥	féi
肥沃	féiwò
疫苗	yìmiáo
苗	miáo
疫	yì
气球	qìqiú
虏	lǔ
俘	fú
俘虏	fúlǔ
下雪	xiàxuě
一场比赛	yīcháng bǐsài
赛	sài
考	kǎo
一场考试	yīcháng kǎoshì
试	shì
火	huǒ
一列火车	yīliè huǒchē
刀	dāo
一把刀	yībǎ dāo
椅	yǐ
一把椅子	yībǎ yǐzi
一张桌子	yīzhāng zhuōzi
桌	zhuō
失去	shīqù
去	qù
失	shī
傻	shǎ
一篇日记	yīpiān rìjì
记	jì
篇	piān
惭	cán
愧	kuì
惭愧	cánkuì
停下	tíngxià
停	tíng
一条蛇	yītiáo shé
蛇	shé
台风	táifēng
恤	xù
T	-
T恤	txù
完	wán
完美	wánměi
房	fáng
住房	zhùfáng
住	zhù
植	zhí
一棵植物	yīkē zhíwù
甜品	tiánpǐn
品	pǐn
天然	tiānrán
皮	pí
顽	wán
顽皮	wánpí
维生素	wéishēngsù
素	sù
生	shēng
维	wéi
反义词	fǎnyìcí
义	yì
反	fǎn
学者	xuézhě
学	xué
晓得	xiǎode
得	děi
晓	xiǎo
遇见	yùjiàn
遇	yù
沿海	yánhǎi
沿	yán
小清新	xiǎo qīng xīn
中性	zhōngxìng
战	zhàn
战术	zhànshù
泣	qì
哭	kū
哭泣	kūqì
大洋洲	dàyángzhōu
洋	yáng
祝	zhù
祝愿	zhùyuàn
愿	yuàn
爱尔兰	àiěrlán
尔	ěr
捆	kǔn
绑	bǎng
捆绑	kǔnbǎng
物理	wùlǐ
理	lǐ
顶	dǐng
山	shān
山顶	shāndǐng
同义词	tóngyìcí
同	tòng
葬	zàng
埋	mán
埋葬	máizàng
牛	niú
放	fàng
放牛	fàngniú
冰川	bīngchuān
冰	bīng
川	chuān
耐用	nàiyòng
耐	nài
插头🔌	chātóu 🔌
🔌	-
插	chā
通	tòng
卡通片	kǎtōngpiàn
屏	píng
屏障	píngzhàng
障	zhàng
一栋房子	yīdòng fángzi
栋	dòng
羞	xiū
羞愧	xiūkuì
强奸	qiángjiān
毯	tǎn
毛	máo
毛毯	máotǎn
卖艺	màiyì
卖	mài
人质	rénzhì
圈内人	quānnèirén
内	nèi
圈	quān
生态	shēngtài
态	tài
村	cūn
村子	cūnzi
丹	dān
丹麦	dānmài
麦	mài
诉讼	sùsòng
诉	sù
讼	sòng
统统	tǒngtǒng
统	tǒng
文	wén
凭	píng
文凭	wénpíng
指	zhǐ
指南针	zhǐnánzhēn
针	zhēn
令人激动	lìngrénjīdòng
激	jī
令	lìng
八	bā
看电视	kàndiànshì
电	diàn
三	sān
七	qī
不用	bùyòng
猜	cāi
猫粮	māo liáng
猫	māo
粮	liáng
业	yè
毕业生	bìyèshēng
毕	bì
明天	míngtiān
明	míng
物料	wù liào
女儿	nǚér
能	néng
本	běn
本能	běnnéng
跳舞	tiàowǔ
跳	tiào
房东	fángdōng
写	xiě
喝	hē
得分	défēn
购物	gòuwù
购	gòu
工业	gōngyè
工	gōng
互	hù
互联网	hùliánwǎng
联	lián
进去	jìnqù
进	jìn
室友	shìyǒu
友	yǒu
室	shì
键盘	jiànpán
键	jiàn
盘	pán
假期	jiàqī
期	qī
亮	liàng
月亮	yuèliang
浪漫	làngmàn
漫	màn
佛教	fójiào
佛	fú
酒	jiǔ
红酒	hóngjiǔ
红	hóng
海水	hǎishuǐ
航	háng
航空	hángkōng
公主	gōngzhǔ
跪	guì
汽油	qìyóu
油	yóu
汽	qì
海浪	hǎilàng
大意	dàyi
意	yì
辰	chén
诞辰	dànchén
诞	dàn
间接	jiànjiē
接	jiē
窃	qiè
盗	dào
盗窃	dàoqiè
可	kè
靠	kào
可靠	kěkào
酒鬼	jiǔguǐ
千	qiān
千克	qiānkè
栗	lì
栗子	lì zi
压力	yālì
压	yà
茶	chá
奶茶	nǎichá
起	qǐ
在	zài
在一起	zài yīqǐ
宗教	zōngjiào
宗	zōng
畴	chóu
范	fàn
范畴	fànchóu
蓝天	lántiān
肩膀	jiānbǎng
肩	jiān
膀	bǎng
英	yīng
俊	jùn
英俊	yīngjùn
报	bào
预报	yùbào
明日	míngrì
汗	hàn
流汗	liúhàn
盖	gài
覆	fù
覆盖	fùgài
打鼾	dǎhān
鼾	hān
上去	shàngqù
如同	rútóng
套	tào
一件外套	yījiàn wàitào
欺	qī
负	fù
欺负	qīfu
药	yào
药店	yàodiàn
店	diàn
实力	shílì
音节	yīnjié
音	yīn
效	xiào
功	gōng
功效	gōngxiào
共和国	gònghéguó
共	gòng
台上	táishàng
掉东西	diào dōngxi
掉	diào
书	shū
柜	guì
书柜	shūguì
山坡	shānpō
坡	pō
站住	zhànzhù
途中	túzhōng
途	tú
长裤	chángkù
裤	kù
官	guān
外交官	wàijiāoguān
交	jiāo
欲	yù
食欲	shíyù
走	zǒu
走进	zǒujìn
情	qíng
侣	lǚ
一对情侣	yīduì qínglǚ
肉	ròu
生肉	shēng ròu
吸烟	xīyān
吸	xī
烟	yān
触	chù
触手	chù shǒu
华丽	huálì
温和	wēnhé
荒凉	huāngliáng
荒	huāng
头疼	tóuténg
疼	téng
热可可	rè kěkě
消费者	xiāofèizhě
消	xiāo
费	fèi
膏	gào
杏仁膏	xìngrén gāo
仁	rén
杏	xìng
讥笑	jīxiào
笑	xiào
讥	jī
页	yè
网页	wǎngyè
悚	sǒng
惊	jīng
惊悚片	jīngsǒngpiān
笑声	xiàoshēng
硬件	yìngjiàn
硬	yìng
月球	yuèqiú
西兰花	xīlánhuā
一道	yīdào
仪	yí
仪式	yíshì
纽	niǔ
约	yuē
纽约	niǔyuē
一同	yītóng
限	xiàn
界限	jièxiàn
界	jiè
音乐家	yīnyuèjiā
湾	wān
湾区	wānqū
区	qū
珍贵	zhēnguì
珍	zhēn
贵	guì
多	duō
众多	zhòngduō
战略	zhànlüè
略	lüè
可行	kěxíng
行	xíng
织	zhī
词汇表	cíhuìbiǎo
汇	huì
表	biǎo
矿产	kuàngchǎn
矿	kuàng
床	chuáng
临	lín
临床	línchuáng
常	cháng
照常	zhàocháng
吓	xià
我	wǒ
吓我一跳	xià wǒ yī tiào
拧	níng
呕吐	ǒutù
吐	tù
呕	ǒu
绦	tāo
绦虫	tāochóng
虫	chóng
料子	liàozi
圈外人	quānwàirén
浪漫的	làngmàn de
标	biāo
地标	dìbiāo
浴	yù
袍	páo
浴袍	yùpáo
亭子	tíngzi
亭	tíng
威	wēi
望	wàng
威望	wēiwàng
献	xiàn
文献	wénxiàn
直径	zhíjìng
径	jìng
忠	zhōng
忠实	zhōngshí
罪	zuì
罪犯	zuìfàn
凌	líng
冰激凌	bīngjīlíng
告	gào
被告	bèigào
去年	qùnián
出去	chūqù
昨天	zuótiān
昨	zuó
不停	bùtíng
宠	chǒng
宠物	chǒngwù
一节课	yījiékè
课	kè
值	zhí
不值	bùzhí
叛	pàn
背	bèi
背叛	bèipàn
要	yào
次	cì
次要	cìyào
说错	shuōcuò
说	shuō
错	cuò
东亚	dōngyà
乘客	chéngkè
乘	chéng
客	kè
蓝莓	lánméi
莓	méi
煎鸡蛋	jiān jīdàn
鸡	jī
煎	jiān
北	běi
东北	dōngběi
东南	dōngnán
辞职	cízhí
辞	cí
职	zhí
公里	gōnglǐ
救	jiù
补	bǔ
补救	bǔjiù
此次	cǐcì
此	cǐ
爱说话	ài shuōhuà
盒子	hézi
盒	hé
今年	jīnnián
一张图片	yīzhāng túpiàn
图	tú
豪华	háohuá
豪	háo
苍白	cāngbái
苍	cāng
忘记	wàngjì
忘	wàng
赌博	dǔbó
酱油	jiàngyóu
明年	míngnián
杯	bēi
世界杯	shìjièbēi
世	shì
戴口罩	dài kǒuzhào
口	kǒu
戴	dài
罩	zhào
男朋友	nánpéngyou
朋	péng
男	nán
随	suí
跟随	gēnsuí
跟	gēn
美丽	měilì
运	yùn
好运	hǎoyùn
上次	shàngcì
有美感	yǒu měigǎn
感	gǎn
古典	gǔdiǎn
古	gǔ
习	xí
惯	guàn
坏习惯	huàixíguàn
坏	huài
其	qí
极其	jíqí
海湾	hǎiwān
渐渐	jiànjiàn
渐	jiàn
下次	xiàcì
堤	dī
堤坝	dībà
坝	bà
脚	jiǎo
脚印	jiǎoyìn
划	huá
作	zuō
工作计划	gōngzuò jìhuà
计	jì
勤	qín
通勤	tōngqín
上周	shàngzhōu
恶化	èhuà
恶	wù
考场	kǎochǎng
百度地图	bǎidù dìtú
秘书	mìshū
空军	kōngjūn
挺	tǐng
挺好	tǐnghǎo
进这里来	jìn zhèlǐ lái
来	lái
西北	xīběi
西南	xīnán
民主	mínzhǔ
时区	shí qū
时	shí
辐	fú
辐射	fúshè
射	shè
下周	xiàzhōu
抢	qiǎng
抢救	qiǎngjiù
有毒	yǒu dú
刷	shuā
红肉橙	hóngròu chéng
释	shì
释迦果	shìjiā guǒ
迦	jiā
热水	rèshuǐ
降落伞	jiàngluòsǎn
落	luò
伞	sǎn
降	xiáng
童	tóng
童年	tóngnián
搜	sōu
打喷嚏	dǎpēntì
喷	pèn
嚏	tì
地理	dìlǐ
天文	tiānwén
梦	mèng
噩梦	èmèng
噩	è
后勤	hòuqín
后	hòu
软	ruǎn
软化	ruǎnhuà
火药	huǒyào
角	jiǎo
包	bāo
牛角包	niújiǎo bāo
单	dān
单词卡	dāncí kǎ
民法	mínfǎ
深	shēn
很	hěn
水很深	shuǐ hěn shēn
形容词	xíngróngcí
容	róng
形	xíng
溅	jiàn
没事了	méishì le
了	le
事	shì
志愿者	zhìyuànzhě
志	zhì
劳驾	láojià
劳	láo
驾	jià
高	gāo
心水很高	xīnshuǐ hěn gāo
逐渐	zhújiàn
逐	zhú
星	xīng
影	yǐng
影星	yǐngxīng
游人	yóurén
游	yóu
佩	pèi
佩服	pèifu
服	fù
宇航员	yǔhángyuán
宇	yǔ
育	yù
家庭教育	jiātíngjiàoyù
庭	tíng
助理	zhùlǐ
助	zhù
院	yuàn
庭院	tíngyuàn
自愿	zìyuàn
澳	ào
澳大利亚	àodàlìyà
扩	kuò
扩充	kuòchōng
充	chōng
蜓	tíng
蜻	qīng
蜻蜓	qīngtíng
碑	bēi
程	chéng
里程碑	lǐchéngbēi
礼节	lǐjié
早点	zǎodiǎn
早	zǎo
领事馆	lǐngshìguǎn
领土	lǐngtǔ
犹太会堂	yóutài huìtáng
冒犯	màofàn
冒	mào
基督徒	jīdūtú
徒	tú
督	dū
前	qián
排	pái
前排	qiánpái
坦	tǎn
勒	lēi
巴勒斯坦	bālèsītǎn
巴	bā
梯	tī
扶	fú
扶手电梯	fúshǒu diàntī
蟑螂	zhāngláng
蟑	zhāng
螂	láng
频率	pínlǜ
率	shuài
有效果	yǒu xiàoguǒ
没效果	méi xiàoguǒ
瀑布	pùbù
瀑	pù
布	bù
有出息	yǒu chūxi
息	xī
一台手机	yītái shǒujī
莱	lái
坞	wù
好莱坞	hǎoláiwù
筛选	shāixuǎn
筛	shāi
选	xuǎn
忘性很大	wàngxìng hěndà
绅	shēn
绅士	shēnshì
士	shì
阿	ē
阿根廷	āgēntíng
廷	tíng
根	gēn
通货膨胀	tōnghuòpéngzhàng
膨	péng
货	huò
胀	zhàng
相	xiàng
差	chà
相差	xiāngchà
崭	zhǎn
崭新	zhǎnxīn
庄稼	zhuāngjia
庄	zhuāng
稼	jià
决	jué
半决赛	bànjuésài
疤	bā
将	qiāng
必	bì
必将	bìjiāng
出生	chūshēng
免	wèn
不免	bùmiǎn
排队	páiduì
弹	tán
琴	qín
弹钢琴	tángāngqín
处	chù
到处	dàochù
两年后	liǎngnián hòu
两	liǎng
大海	dàhǎi
你身边	nǐ shēnbiān
身	shēn
你	nǐ
单调	dāndiào
调	tiáo
加州	jiāzhōu
州	zhōu
昌盛	chāngshèng
昌	chāng
地震	dìzhèn
震	zhèn
春	chūn
春季	chūnjì
展	zhǎn
车展	chēzhǎn
出版	chūbǎn
版	bǎn
煮	zhǔ
煮鸡蛋	zhǔ jīdàn
厨	chú
厨师	chúshī
奖	jiǎng
大奖赛	dàjiǎngsài
放音乐	fàng yīnyuè
胖	pàng
进来	jìnlái
诞生	dànshēng
楼下	lóuxià
楼	lóu
撤退	chètuì
撤	chè
退	tuì
多媒体	duōméitǐ
零	líng
零下	língxià
儿科	érkē
科	kē
鸭	yā
烤鸭	kǎoyā
一共	yígòng
高价	gāojià
个体	gètǐ
控制	kòngzhì
制	zhì
控	kòng
女朋友	nǚpéngyou
毫	háo
毫米	háomǐ
米	mǐ
毫升	háoshēng
升	shēng
呼	hū
呼吸	hūxī
阔	kuò
广阔	guǎngkuò
全	quán
全部	quánbù
部	bù
他们	tāmen
他	tā
观	guàn
主观	zhǔguān
纪律	jìlǜ
纪	jì
程序员	chéngxùyuán
序	xù
护	hù
导航	dǎoháng
北方人	běifāng rén
南方人	nánfāngrén
监测	jiāncè
测	cè
离	lí
婚	hūn
离婚	líhūn
学习计划	xuéxí jìhuà
厘	lí
厘米	límǐ
岸	àn
东岸	dōngàn
西岸	xīàn
收	shōu
收到	shōudào
轮椅	lúnyǐ
轮	lún
要是	yàoshi
谷	gǔ
谷歌地图	gǔgē dìtú
它们	tāmen
南极	nánjí
询问	xúnwèn
询	xún
问	wèn
一再	yízài
再	zài
泥	nì
上个月	shànggèyuè
如下	rúxià
诗	shī
诗人	shīrén
舒适	shūshì
舒	shū
适	shì
柚	yòu
西柚	xīyòu
池	chí
池塘	chítáng
塘	táng
伤口	shāngkǒu
伤	shāng
长大	zhǎngdà
双	shuāng
双手	shuāngshǒu
四周	sìzhōu
随后	suíhòu
中年	zhōngnián
卫衣	wèiyī
卫	wèi
脑	nǎo
一台电脑	yītái diànnǎo
一对一	yīduìyī
喉咙	hóulóng
咙	lóng
喉	hóu
下个月	xiàgèyuè
相比	xiāngbǐ
唯一	wéiyī
唯	wěi
化肥	huàféi
效率	xiàolǜ
真实	zhēnshí
锅	guō
平底煎锅	píngdǐ jiānguō
平	píng
底	dǐ
践	jiàn
践踏	jiàntà
踏	tà
一代	yīdài
冷笑话	lěng xiào huà
搬	bān
搬到	bān dào
校外	xiàowài
指甲	zhǐjia
甲	jiǎ
再那块儿	zài nà kuàir
块	kuài
南极洲	nánjízhōu
懒惰	lǎnduò
惰	duò
祖国	zǔguó
祖	zǔ
抢工作	qiǎng gōngzuò
良心	liángxīn
良	liáng
密封	mìfēng
封	fēng
击	jī
枪击案	qiāngjīàn
枪	qiāng
案	àn
百分比	bǎifēnbǐ
气色	qìsè
洽	qià
洽谈	qiàtán
谈	tán
脸	liǎn
尖脸	jiānliǎn
尖	jiān
日常生活	rìchángshēnghuó
敲字	qiāozì
敲	qiāo
药妆店	yàozhuāngdiàn
妆	zhuāng
幅	fú
画	huà
一幅画	yīfú huà
寨	zhài
山寨品	shānzhài pǐn
生理	shēnglǐ
火警	huǒjǐng
警	jǐng
镇	zhèn
镇静	zhènjìng
每	měi
半年	bànnián
悲观	bēiguān
悲	bēi
比如说	bǐrúshuō
别	bié
别的	biéde
潮	cháo
潮湿	cháoshī
薄弱	bóruò
弱	ruò
薄	bó
乎	hū
不在乎	bùzàihu
做好	zuòhǎo
做	zuò
干	gān
干净	gānjìng
净	jìng
刮	guā
刮风	guāfēng
地毯	dìtǎn
记得	jìde
生病	shēngbìng
蒸	zhēng
蒸鸡蛋	zhēng jīdàn
各	gè
理论上说	lǐlùn shàng shuō
论	lùn
国籍	guójí
籍	jí
果汁	guǒzhī
汁	zhī
队员	duìyuán
大厅	dàtīng
厅	tīng
此事	cǐshì
加油站	jiāyóuzhàn
数学	shùxué
柴油	cháiyóu
柴	chái
分类	fēnlèi
类	lèi
分离	fēnlí
信用卡	xìnyòngkǎ
开	kāi
隔开	gékāi
隔	gé
迟疑	chíyí
疑	yí
迟	chí
电子表格	diànzibiǎogé
脆	cuì
脆弱	cuìruò
旅游计划	lǚyóu jìhuà
旅	lǚ
塑料袋	sùliàodài
袋	dài
塑	sù
待	dài
待办事项	dàibàn shìxiàng
项	xiàng
办	bàn
陡峭	dǒuqiào
峭	qiào
陡	dǒu
全体	quántǐ
打游戏	dǎyóuxì
戏	xì
惊人	jīngrén
即	jí
立	lì
立即	lìjí
性别	xìngbié
发	fā
发财	fācái
财	cái
