听不懂	我听不懂他说的话。	I can't understand what he is saying.
听不懂	她说得太快了，我听不懂。	She speaks too fast, I can't understand.
听不懂	我听不懂这个方言。	I can't understand this dialect.
看不懂	我看不懂这本书。	I can't understand this book.
看不懂	这篇文章太难了，我看不懂。	This article is too difficult, I can't understand it.
看不懂	他写的字我看不懂。	I can't read his handwriting.
她没做完作业。	她没做完作业。	She did not finish her homework.
你怎么知道...?	你怎么知道他来了？	How do you know he came?
你怎么知道...?	你怎么知道这个消息？	How do you know this news?
你怎么知道...?	你怎么知道她的名字？	How do you know her name?
要么...要么...	你要么吃饭，要么睡觉。	Either eat or sleep.
要么...要么...	我们要么去看电影，要么去逛街。	We either go to the movies or go shopping.
要么...要么...	你要么学习，要么工作。	Either study or work.
准备	我在准备考试。	I am preparing for the exam.
准备	她准备好了晚餐。	She prepared dinner.
准备	我们准备出发了。	We are ready to leave.
诶	诶，你听说了吗？	Eh, did you hear?
诶	诶，这是什么？	Eh, what is this?
诶	诶，你去哪儿？	Eh, where are you going?
排队	我们需要排队买票。	We need to queue to buy tickets.
排队	他在排队等候。	He is waiting in line.
排队	请大家排队。	Please queue up.
这样做/ 这样想/ 这样说	你不能这样做。	You can't do this.
这样做/ 这样想/ 这样说	他不应该这样想。	He shouldn't think like this.
这样做/ 这样想/ 这样说	她不该这样说。	She shouldn't say this.
大楼	这座大楼很高。	This building is very tall.
大楼	他们在建一座新大楼。	They are building a new building.
大楼	这座大楼有很多办公室。	This building has many offices.
付钱	我已经付钱了。	I have already paid.
付钱	你需要付钱才能进去。	You need to pay to get in.
付钱	他忘了付钱。	He forgot to pay.
装修	我们正在装修房子。	We are furnishing the house.
装修	这家店刚装修完。	This store has just been renovated.
装修	他们请了专业的装修公司。	They hired a professional furnishing company.
从...开始	我们从这里开始。	We start from here.
从...开始	从明天开始，我要早起。	Starting from tomorrow, I will get up early.
从...开始	从现在开始，我们要努力工作。	From now on, we need to work hard.
一节课	我今天有一节课。	I have one class today.
一节课	这是一节很有趣的课。	This is a very interesting class.
一节课	我们上一节课学了什么？	What did we learn in the last class?
上班	我每天早上八点上班。	I go to work at eight every morning.
上班	他今天不上班。	He is not going to work today.
上班	她在银行上班。	She works at a bank.
上学	孩子们七点半上学。	The children go to school at 7:30.
上学	他每天骑自行车上学。	He rides a bike to school every day.
上学	她喜欢上学。	She likes going to school.
时间	我们没有时间了。	We are out of time.
时间	你有时间吗？	Do you have time?
时间	时间过得真快。	Time flies.
不用	你不用担心。	You need not worry.
不用	我们不用去上班。	We don't need to go to work.
不用	他不用做作业。	He doesn't need to do homework.
得	你得早点起床。	You have to get up early.
得	我们得去买菜。	We have to go grocery shopping.
得	他得完成任务。	He has to complete the task.
赚钱	他通过投资赚钱。	He makes money through investments.
赚钱	她在网上赚钱。	She makes money online.
赚钱	我们需要赚钱养家。	We need to make money to support the family.
弹钢琴	她会弹钢琴。	She can play the piano.
弹钢琴	他每天练习弹钢琴。	He practices playing the piano every day.
弹钢琴	我喜欢听她弹钢琴。	I like to listen to her play the piano.
重要	这个会议很重要。	This meeting is very important.
重要	学习很重要。	Studying is very important.
重要	他在公司里很重要。	He is very important in the company.
没有对错	在这个问题上没有对错。	There is no right or wrong in this matter.
没有对错	艺术没有对错，只有不同的观点。	There is no right or wrong in art, only different perspectives.
没有对错	每个人的选择没有对错。	Everyone's choices have no right or wrong.
问题	这个问题很难回答。	This question is hard to answer.
问题	我们需要解决这个问题。	We need to solve this problem.
问题	你有什么问题吗？	Do you have any questions?
说错	对不起，我说错了。	Sorry, I said it wrong.
说错	他经常说错别人的名字。	He often says people's names wrong.
说错	如果我说错了，请纠正我。	If I said it wrong, please correct me.
说话	请小声说话。	Please speak softly.
说话	他说话很有礼貌。	He speaks very politely.
说话	我们需要好好说话。	We need to talk properly.
说谎	他说谎了。	He lied.
说谎	不要对我说谎。	Don't lie to me.
说谎	她从不说谎。	She never lies.
两年后	两年后我会毕业。	I will graduate in two years.
两年后	两年后我们再见。	See you in two years.
两年后	两年后他搬到了加州。	He moved to California in two years.
希望	我希望你能来。	I hope you can come.
希望	他希望能找到工作。	He hopes to find a job.
希望	我们都希望和平。	We all hope for peace.
旅行	我们计划去旅行。	We plan to go on a trip.
旅行	旅行能开阔眼界。	Traveling can broaden your horizons.
旅行	她喜欢独自旅行。	She likes to travel alone.
非常欢迎	你来我们家非常欢迎。	You are very welcome to our home.
非常欢迎	新同事非常欢迎。	New colleagues are very welcome.
非常欢迎	我们非常欢迎你的建议。	We very much welcome your suggestions.
她让我别说谎	她让我别说谎。	She asked me not to lie.
她让我别说谎	妈妈总是让我别说谎。	Mom always asks me not to lie.
她让我别说谎	老师让我别说谎。	The teacher asked me not to lie.
你身边	我会一直在你身边。	I will always be by your side.
你身边	你身边有笔吗？	Do you have a pen with you?
你身边	你身边有朋友吗？	Do you have friends around you?
迟到十分钟	他迟到十分钟。	He was ten minutes late.
迟到十分钟	我今天迟到十分钟。	I was ten minutes late today.
迟到十分钟	会议迟到十分钟开始。	The meeting started ten minutes late.
加州	他住在加州。	He lives in California.
加州	加州的天气很好。	The weather in California is nice.
加州	我们计划去加州旅行。	We plan to travel to California.
对...很失望	我对结果很失望。	I am very disappointed in the result.
对...很失望	她对他的表现很失望。	She is very disappointed in his performance.
对...很失望	我们对这个决定很失望。	We are very disappointed in this decision.
对...很满意	我对这次旅行很满意。	I am very satisfied with this trip.
对...很满意	他对新工作很满意。	He is very satisfied with his new job.
对...很满意	我们对服务很满意。	We are very satisfied with the service.
对...很感兴趣	我对历史很感兴趣。	I am very interested in history.
对...很感兴趣	她对音乐很感兴趣。	She is very interested in music.
对...很感兴趣	他们对科学很感兴趣。	They are very interested in science.
对...感到很开心	我对这个消息感到很开心。	I feel happy about this news.
对...感到很开心	她对结果感到很开心。	She feels happy about the result.
对...感到很开心	我们对你的到来感到很开心。	We feel happy about your arrival.
对...好	多喝水对身体好。	Drinking more water is good for your body.
对...好	运动对健康好。	Exercise is good for health.
对...好	这本书对学习中文很有帮助。	This book is very helpful for learning Chinese.
对...有帮助/ 没帮助	这个建议对我有帮助。	This advice is helpful for me.
对...有帮助/ 没帮助	这次会议对解决问题没帮助。	This meeting is not helpful for solving the problem.
对...有帮助/ 没帮助	你的意见对我们很有帮助。	Your opinion is very helpful for us.
对...有影响/ 有好的影响	天气对心情有影响。	The weather has an impact on mood.
对...有影响/ 有好的影响	他的建议对我们有好的影响。	His advice has a good effect on us.
对...有影响/ 有好的影响	环境对孩子的成长有影响。	The environment has an impact on children's growth.
对我很好	他对我很好。	He treats me well.
对我很好	我的朋友们对我很好。	My friends treat me well.
对我很好	她的家人对我很好。	Her family treats me well.
涂防晒霜	出门前要涂防晒霜。	Apply sunscreen before going out.
涂防晒霜	她每天都涂防晒霜。	She applies sunscreen every day.
涂防晒霜	涂防晒霜可以保护皮肤。	Applying sunscreen can protect the skin.
皮肤	她的皮肤很白。	Her skin is very fair.
皮肤	我的皮肤很干燥。	My skin is very dry.
皮肤	皮肤需要保湿。	Skin needs moisturizing.
东亚	东亚包括中国、日本和韩国。	East Asia includes China, Japan, and Korea.
东亚	东亚文化很丰富。	East Asian culture is very rich.
东亚	东亚的经济发展很快。	The economic development of East Asia is very fast.
亚洲	亚洲是世界上最大的大洲。	Asia is the largest continent in the world.
亚洲	亚洲有很多国家。	There are many countries in Asia.
亚洲	亚洲文化多样。	Asian culture is diverse.
山火	加州经常发生山火。	California often has mountain fires.
山火	山火对环境有很大影响。	Mountain fires have a big impact on the environment.
山火	山火需要及时扑灭。	Mountain fires need to be extinguished promptly.
政府	政府在努力解决问题。	The government is working hard to solve the problem.
政府	政府发布了新政策。	The government issued a new policy.
政府	政府需要听取民众的意见。	The government needs to listen to the people's opinions.
解决	我们需要解决这个问题。	We need to solve this problem.
解决	他提出了解决方案。	He proposed a solution.
解决	这个方法可以解决困难。	This method can solve difficulties.
固定搭配
固定搭配	学习固定搭配有助于提高语言能力。	Learning fixed collocations helps improve language skills.
固定搭配	固定搭配在语言学习中很重要。	Fixed collocations are important in language learning.
难过	听到这个消息我很难过。	I am very sad to hear this news.
难过	她看起来很难过。	She looks very sad.
难过	他因为失败而难过。	He is sad because of the failure.
动力	她是我学习的动力。	She is my motivation to study.
动力	成功需要动力。	Success requires motivation.
动力	他缺乏动力。	He lacks motivation.
新冠病毒	新冠病毒影响了全球。	The coronavirus has affected the world.
新冠病毒	我们需要预防新冠病毒。	We need to prevent the coronavirus.
新冠病毒	新冠病毒传播很快。	The coronavirus spreads quickly.
分开	我们需要分开这些文件。	We need to separate these documents.
分开	他们决定分开一段时间。	They decided to separate for a while.
分开	请把垃圾分开处理。	Please separate the trash for disposal.
除了	除了苹果，我还喜欢香蕉。	Apart from apples, I also like bananas.
除了	除了他，大家都来了。	Apart from him, everyone came.
除了	除了学习，他还喜欢运动。	Apart from studying, he also likes sports.
橙子	我喜欢吃橙子。	I like to eat oranges.
橙子	橙子富含维生素C。	Oranges are rich in vitamin C.
橙子	她买了一袋橙子。	She bought a bag of oranges.
香蕉	香蕉很甜。	Bananas are very sweet.
香蕉	我每天吃一根香蕉。	I eat a banana every day.
香蕉	香蕉对健康有益。	Bananas are good for health.
草莓	草莓很美味。	Strawberries are delicious.
草莓	她种了很多草莓。	She planted many strawberries.
草莓	草莓季节到了。	Strawberry season has arrived.
蓝莓	蓝莓对眼睛好。	Blueberries are good for the eyes.
蓝莓	我喜欢蓝莓酸奶。	I like blueberry yogurt.
蓝莓	蓝莓很贵。	Blueberries are expensive.
樱桃	樱桃很甜。	Cherries are very sweet.
樱桃	她买了一盒樱桃。	She bought a box of cherries.
樱桃	樱桃树开花了。	The cherry tree has bloomed.
柿子	柿子很软。	Persimmons are very soft.
柿子	我不喜欢吃柿子。	I don't like to eat persimmons.
柿子	柿子熟了。	Persimmons are ripe.
软柿子	他总是被欺负，真是个软柿子。	He is always bullied, really a soft target.
软柿子	别把我当软柿子捏。	Don't treat me like a pushover.
软柿子	他不是软柿子，不会轻易屈服。	He is not a pushover and won't easily give in.
煎鸡蛋	早餐我喜欢吃煎鸡蛋。	I like to eat fried eggs for breakfast.
煎鸡蛋	煎鸡蛋需要用中火。	Frying eggs requires medium heat.
煎鸡蛋	他煎的鸡蛋非常美味。	The fried eggs he makes are very delicious.
炒鸡蛋	我妈妈做的炒鸡蛋特别好吃。	My mom's scrambled eggs are especially delicious.
炒鸡蛋	炒鸡蛋是我最喜欢的早餐之一。	Scrambled eggs are one of my favorite breakfasts.
炒鸡蛋	你会做炒鸡蛋吗？	Can you make scrambled eggs?
蒸鸡蛋	蒸鸡蛋很适合小孩子吃。	Steamed eggs are very suitable for children.
蒸鸡蛋	我喜欢在蒸鸡蛋里加点酱油。	I like to add some soy sauce to steamed eggs.
蒸鸡蛋	蒸鸡蛋需要用水蒸气。	Steamed eggs require steam.
煮鸡蛋	煮鸡蛋是很健康的早餐选择。	Boiled eggs are a very healthy breakfast choice.
煮鸡蛋	他每天早上吃两个煮鸡蛋。	He eats two boiled eggs every morning.
煮鸡蛋	煮鸡蛋的时间要掌握好。	The timing for boiling eggs needs to be just right.
鸡蛋碰石头	你这样做无异于鸡蛋碰石头。	What you're doing is like throwing an egg at a rock.
鸡蛋碰石头	他挑战老板简直是鸡蛋碰石头。	His challenge to the boss is like an egg hitting a rock.
鸡蛋碰石头	别做鸡蛋碰石头的事。	Don't do something as futile as throwing an egg at a rock.
躺平	他决定躺平，不再努力工作。	He decided to give up and stop working hard.
躺平	有些年轻人选择躺平。	Some young people choose to lie flat.
躺平	躺平并不是解决问题的办法。	Lying flat is not a solution to the problem.
躺平的韭菜不好割	我已经躺平了，你割不到我。	I've already given up, you can't take advantage of me.
躺平的韭菜不好割	他躺平了，韭菜不好割。	He has given up, you can't take advantage of him.
躺平的韭菜不好割	躺平的韭菜不好割，别再试了。	You can't take advantage of someone who has given up, stop trying.
幸运	我今天真幸运，中了彩票。	I'm really lucky today, I won the lottery.
幸运	他一直觉得自己很幸运。	He always feels that he is very lucky.
幸运	遇到你是我的幸运。	Meeting you is my luck.
药店离我家走路五分钟	药店离我家走路五分钟。	The pharmacy is a five-minute walk from my house.
药店离我家走路五分钟	药店离我家走路五分钟，很方便。	The pharmacy is a five-minute walk from my house, very convenient.
药店离我家走路五分钟	药店离我家走路五分钟，我经常去。	The pharmacy is a five-minute walk from my house, I go there often.
对...满意	我对这次旅行很满意。	I'm very satisfied with this trip.
对...满意	他对自己的工作不太满意。	He is not very satisfied with his job.
对...满意	老板对你的表现很满意。	The boss is very satisfied with your performance.
觉得很满足	吃完晚饭后，我觉得很满足。	After dinner, I feel very satisfied.
觉得很满足	他对现在的生活觉得很满足。	He feels very satisfied with his current life.
觉得很满足	完成任务后，我觉得很满足。	After completing the task, I feel very satisfied.
成为+noun	他想成为一个医生。	He wants to become a doctor.
成为+noun	她最终成为了一名律师。	She eventually became a lawyer.
成为+noun	他梦想成为一名运动员。	He dreams of becoming an athlete.
心理状态	他的心理状态很好。	His mental state is very good.
心理状态	心理状态对健康很重要。	Mental state is very important for health.
心理状态	她的心理状态需要调整。	Her mental state needs adjustment.
评价	他对这本书的评价很高。	He has a high opinion of this book.
评价	老师对我的作业进行了评价。	The teacher commented on my homework.
评价	这部电影的评价不太好。	This movie has not received good reviews.
比如说	我喜欢很多运动，比如说篮球和足球。	I like many sports, for example, basketball and soccer.
比如说	他会很多语言，比如说英语和法语。	He speaks many languages, for example, English and French.
比如说	我们可以去很多地方，比如说公园和博物馆。	We can go to many places, for example, parks and museums.
思考	我需要时间来思考这个问题。	I need time to think about this issue.
思考	他喜欢独自思考。	He likes to think alone.
思考	思考是解决问题的第一步。	Thinking is the first step to solving a problem.
用手机打电话	他用手机打电话给我。	He used his mobile phone to call me.
用手机打电话	你可以用手机打电话。	You can use your mobile phone to call.
用手机打电话	她正在用手机打电话。	She is using her mobile phone to call.
用电脑工作	我每天用电脑工作。	I work on the computer every day.
用电脑工作	他习惯用电脑工作。	He is used to working on the computer.
用电脑工作	用电脑工作很方便。	Working on the computer is very convenient.
二十年	我们认识了二十年。	We have known each other for twenty years.
二十年	他在这家公司工作了二十年。	He has worked at this company for twenty years.
二十年	二十年后，我们又见面了。	Twenty years later, we met again.
感激	我感激你的帮助。	I am thankful for your help.
感激	他对她的支持感激不尽。	He is extremely grateful for her support.
感激	我们感激所有的捐赠者。	We are thankful to all the donors.
关系	他们的关系很好。	Their relationship is very good.
关系	我和他的关系很复杂。	My relationship with him is very complicated.
关系	这件事和你没有关系。	This matter has nothing to do with you.
好笑	这个笑话真好笑。	This joke is really funny.
好笑	他的表情很滑稽，好笑极了。	His expression is very comical, extremely funny.
好笑	这部电影非常好笑。	This movie is very funny.
出生	他出生在北京。	He was born in Beijing.
出生	她在一个小村庄出生。	She was born in a small village.
出生	我出生的那天很冷。	It was very cold on the day I was born.
理论上说	理论上说，这个方法是可行的。	Technically, this method is feasible.
理论上说	理论上说，他应该能成功。	Technically, he should be able to succeed.
理论上说	理论上说，这个计划没有问题。	Technically, there is no problem with this plan.
理论	他的理论很有道理。	His theory makes a lot of sense.
理论	我们需要更多的理论支持。	We need more theoretical support.
理论	这个理论很难理解。	This theory is hard to understand.
建议	我有一个建议。	I have a suggestion.
建议	他给了我一些建议。	He gave me some advice.
建议	你的建议很有帮助。	Your advice is very helpful.
我个人觉得	我个人觉得这个计划不错。	I personally feel that this plan is good.
我个人觉得	我个人觉得他很有才华。	I personally feel that he is very talented.
我个人觉得	我个人觉得这部电影很好看。	I personally feel that this movie is very good.
客人	我们家今晚有客人。	We have guests at home tonight.
客人	他是我们今天的客人。	He is our guest today.
客人	客人们都很满意。	The guests are all very satisfied.
看情况	我们明天去不去看情况。	Whether we go tomorrow depends.
看情况	要不要买这件衣服看情况。	Whether to buy this piece of clothing depends.
看情况	我们是否出发看情况。	Whether we depart depends.
坏了	我的手机坏了。	My phone is broken.
坏了	冰箱坏了，需要修理。	The refrigerator is broken and needs to be repaired.
坏了	他的电脑坏了。	His computer is broken.
沙滩	我们去沙滩玩吧。	Let's go to the beach.
沙滩	沙滩上有很多贝壳。	There are many shells on the beach.
沙滩	孩子们在沙滩上玩耍。	The children are playing on the beach.
比较	这两个产品比较一下。	Compare these two products.
比较	他比较喜欢喝茶。	He prefers to drink tea.
比较	这件衣服比较贵。	This piece of clothing is relatively expensive.
变化	天气变化很快。	The weather changes quickly.
变化	他的态度有了很大变化。	His attitude has changed a lot.
变化	城市的变化很大。	The city has changed a lot.
跟...比起来	跟去年比起来，今年的收入增加了。	Compared to last year, this year's income has increased.
